    0.0000   -8.0422
    0.0373   -8.0419
    0.0745   -8.0415
    0.1118   -8.0411
    0.1491   -8.0405
    0.1863   -8.0394
    0.2236   -8.0381
    0.2609   -8.0364
    0.2981   -8.0344
    0.3354   -8.0320
    0.3727   -8.0291
    0.4099   -8.0258
    0.4472   -8.0222
    0.4845   -8.0181
    0.5217   -8.0136
    0.5590   -8.0087
    0.5963   -8.0034
    0.6336   -7.9978
    0.6708   -7.9920
    0.7081   -7.9861
    0.7454   -7.9800
    0.7826   -7.9739
    0.8199   -7.9680
    0.8572   -7.9623
    0.8944   -7.9570
    0.9317   -7.9522
    0.9690   -7.9481
    1.0062   -7.9447
    1.0435   -7.9422
    1.0808   -7.9408
    1.1180   -7.9400
    1.1514   -7.9405
    1.1847   -7.9421
    1.2180   -7.9441
    1.2514   -7.9470
    1.2847   -7.9507
    1.3180   -7.9550
    1.3514   -7.9599
    1.3847   -7.9651
    1.4180   -7.9707
    1.4514   -7.9766
    1.4847   -7.9826
    1.5180   -7.9886
    1.5514   -7.9947
    1.5847   -8.0006
    1.6180   -8.0065
    1.6514   -8.0122
    1.6847   -8.0178
    1.7180   -8.0230
    1.7514   -8.0278
    1.7847   -8.0323
    1.8180   -8.0365
    1.8514   -8.0403
    1.8847   -8.0438
    1.9180   -8.0467
    1.9514   -8.0495
    1.9847   -8.0516
    2.0180   -8.0532
    2.0514   -8.0545
    2.0847   -8.0552
    2.1180   -8.0554
    2.1347   -8.0554
    2.1514   -8.0553
    2.1680   -8.0552
    2.1847   -8.0549
    2.2014   -8.0548
    2.2180   -8.0545
    2.2347   -8.0538
    2.2514   -8.0534
    2.2680   -8.0529
    2.2847   -8.0523
    2.3014   -8.0518
    2.3180   -8.0512
    2.3347   -8.0505
    2.3514   -8.0499
    2.3680   -8.0492
    2.3847   -8.0485
    2.4014   -8.0478
    2.4180   -8.0471
    2.4347   -8.0462
    2.4514   -8.0456
    2.4680   -8.0450
    2.4847   -8.0445
    2.5014   -8.0440
    2.5180   -8.0434
    2.5347   -8.0428
    2.5514   -8.0424
    2.5680   -8.0422
    2.5847   -8.0419
    2.6014   -8.0422
    2.6180   -8.0422
    2.6416   -8.0420
    2.6652   -8.0416
    2.6887   -8.0413
    2.7123   -8.0409
    2.7359   -8.0404
    2.7595   -8.0399
    2.7830   -8.0391
    2.8066   -8.0383
    2.8302   -8.0373
    2.8537   -8.0364
    2.8773   -8.0355
    2.9009   -8.0345
    2.9244   -8.0334
    2.9480   -8.0324
    2.9716   -8.0313
    2.9952   -8.0304
    3.0187   -8.0294
    3.0423   -8.0285
    3.0659   -8.0277
    3.0894   -8.0270
    3.1130   -8.0262
    3.1366   -8.0255
    3.1601   -8.0250
    3.1837   -8.0244
    3.2073   -8.0240
    3.2309   -8.0238
    3.2544   -8.0236
    3.2780   -8.0234
    3.3016   -8.0233
    3.3251   -8.0233
    3.3540   -8.0231
    3.3829   -8.0224
    3.4117   -8.0215
    3.4406   -8.0202
    3.4695   -8.0183
    3.4983   -8.0162
    3.5272   -8.0138
    3.5561   -8.0112
    3.5849   -8.0084
    3.6138   -8.0051
    3.6427   -8.0017
    3.6716   -7.9979
    3.7004   -7.9939
    3.7293   -7.9899
    3.7582   -7.9857
    3.7870   -7.9816
    3.8159   -7.9772
    3.8448   -7.9730
    3.8736   -7.9686
    3.9025   -7.9644
    3.9314   -7.9604
    3.9602   -7.9565
    3.9891   -7.9529
    4.0180   -7.9497
    4.0468   -7.9469
    4.0757   -7.9445
    4.1046   -7.9426
    4.1334   -7.9412
    4.1623   -7.9406
    4.1912   -7.9400

    0.0000   -7.9088
    0.0373   -7.9087
    0.0745   -7.9087
    0.1118   -7.9089
    0.1491   -7.9091
    0.1863   -7.9094
    0.2236   -7.9098
    0.2609   -7.9103
    0.2981   -7.9110
    0.3354   -7.9117
    0.3727   -7.9125
    0.4099   -7.9135
    0.4472   -7.9147
    0.4845   -7.9160
    0.5217   -7.9175
    0.5590   -7.9192
    0.5963   -7.9211
    0.6336   -7.9232
    0.6708   -7.9252
    0.7081   -7.9274
    0.7454   -7.9294
    0.7826   -7.9313
    0.8199   -7.9330
    0.8572   -7.9345
    0.8944   -7.9360
    0.9317   -7.9372
    0.9690   -7.9382
    1.0062   -7.9390
    1.0435   -7.9397
    1.0808   -7.9399
    1.1180   -7.9400
    1.1514   -7.9399
    1.1847   -7.9397
    1.2180   -7.9390
    1.2514   -7.9381
    1.2847   -7.9369
    1.3180   -7.9355
    1.3514   -7.9340
    1.3847   -7.9322
    1.4180   -7.9302
    1.4514   -7.9281
    1.4847   -7.9258
    1.5180   -7.9234
    1.5514   -7.9209
    1.5847   -7.9182
    1.6180   -7.9156
    1.6514   -7.9129
    1.6847   -7.9105
    1.7180   -7.9078
    1.7514   -7.9052
    1.7847   -7.9028
    1.8180   -7.9005
    1.8514   -7.8984
    1.8847   -7.8965
    1.9180   -7.8947
    1.9514   -7.8933
    1.9847   -7.8921
    2.0180   -7.8910
    2.0514   -7.8904
    2.0847   -7.8900
    2.1180   -7.8898
    2.1347   -7.8899
    2.1514   -7.8900
    2.1680   -7.8902
    2.1847   -7.8906
    2.2014   -7.8910
    2.2180   -7.8916
    2.2347   -7.8920
    2.2514   -7.8927
    2.2680   -7.8935
    2.2847   -7.8942
    2.3014   -7.8950
    2.3180   -7.8959
    2.3347   -7.8969
    2.3514   -7.8978
    2.3680   -7.8988
    2.3847   -7.8998
    2.4014   -7.9008
    2.4180   -7.9017
    2.4347   -7.9026
    2.4514   -7.9035
    2.4680   -7.9044
    2.4847   -7.9052
    2.5014   -7.9060
    2.5180   -7.9066
    2.5347   -7.9071
    2.5514   -7.9076
    2.5680   -7.9080
    2.5847   -7.9083
    2.6014   -7.9087
    2.6180   -7.9088
    2.6416   -7.9087
    2.6652   -7.9087
    2.6887   -7.9089
    2.7123   -7.9092
    2.7359   -7.9095
    2.7595   -7.9100
    2.7830   -7.9104
    2.8066   -7.9108
    2.8302   -7.9113
    2.8537   -7.9118
    2.8773   -7.9124
    2.9009   -7.9130
    2.9244   -7.9136
    2.9480   -7.9143
    2.9716   -7.9148
    2.9952   -7.9155
    3.0187   -7.9162
    3.0423   -7.9167
    3.0659   -7.9173
    3.0894   -7.9179
    3.1130   -7.9184
    3.1366   -7.9188
    3.1601   -7.9192
    3.1837   -7.9195
    3.2073   -7.9198
    3.2309   -7.9201
    3.2544   -7.9203
    3.2780   -7.9205
    3.3016   -7.9206
    3.3251   -7.9207
    3.3540   -7.9207
    3.3829   -7.9208
    3.4117   -7.9210
    3.4406   -7.9212
    3.4695   -7.9215
    3.4983   -7.9218
    3.5272   -7.9223
    3.5561   -7.9229
    3.5849   -7.9235
    3.6138   -7.9242
    3.6427   -7.9251
    3.6716   -7.9259
    3.7004   -7.9268
    3.7293   -7.9278
    3.7582   -7.9288
    3.7870   -7.9299
    3.8159   -7.9309
    3.8448   -7.9321
    3.8736   -7.9331
    3.9025   -7.9342
    3.9314   -7.9352
    3.9602   -7.9362
    3.9891   -7.9369
    4.0180   -7.9377
    4.0468   -7.9384
    4.0757   -7.9390
    4.1046   -7.9395
    4.1334   -7.9398
    4.1623   -7.9400
    4.1912   -7.9400

    0.0000   -7.8946
    0.0373   -7.8945
    0.0745   -7.8948
    0.1118   -7.8953
    0.1491   -7.8961
    0.1863   -7.8971
    0.2236   -7.8983
    0.2609   -7.8998
    0.2981   -7.9014
    0.3354   -7.9033
    0.3727   -7.9053
    0.4099   -7.9074
    0.4472   -7.9096
    0.4845   -7.9119
    0.5217   -7.9141
    0.5590   -7.9164
    0.5963   -7.9186
    0.6336   -7.9208
    0.6708   -7.9229
    0.7081   -7.9251
    0.7454   -7.9272
    0.7826   -7.9292
    0.8199   -7.9312
    0.8572   -7.9330
    0.8944   -7.9347
    0.9317   -7.9363
    0.9690   -7.9376
    1.0062   -7.9387
    1.0435   -7.9395
    1.0808   -7.9399
    1.1180   -7.9400
    1.1514   -7.9399
    1.1847   -7.9397
    1.2180   -7.9390
    1.2514   -7.9381
    1.2847   -7.9369
    1.3180   -7.9355
    1.3514   -7.9340
    1.3847   -7.9322
    1.4180   -7.9302
    1.4514   -7.9281
