  0.00000000E+00  0.14981436E+01
  0.19596352E-01  0.14908348E+01
  0.39192705E-01  0.14867714E+01
  0.58789057E-01  0.14863237E+01
  0.78385410E-01  0.14893054E+01
  0.97981762E-01  0.14949245E+01
  0.11757811E+00  0.15018367E+01
  0.13717447E+00  0.15083138E+01
  0.15677082E+00  0.15125137E+01
  0.17636717E+00  0.15128004E+01
  0.19596352E+00  0.15080359E+01
  0.21555988E+00  0.14977573E+01
  0.23515623E+00  0.14821900E+01
  0.25475258E+00  0.14621082E+01
  0.27434893E+00  0.14386079E+01
  0.29394529E+00  0.14128736E+01
  0.31354164E+00  0.13859956E+01
  0.33313799E+00  0.13588649E+01
  0.35273434E+00  0.13321365E+01
  0.37233070E+00  0.13062406E+01
  0.39192705E+00  0.12814155E+01
  0.41152340E+00  0.12577451E+01
  0.43111975E+00  0.12351890E+01
  0.45071611E+00  0.12136058E+01
  0.47031246E+00  0.11927765E+01
  0.48990881E+00  0.11724322E+01
  0.50950516E+00  0.11522926E+01
  0.52910152E+00  0.11321139E+01
  0.54869787E+00  0.11117365E+01
  0.56829422E+00  0.10911265E+01
  0.58789057E+00  0.10703979E+01
  0.60748693E+00  0.10498121E+01
  0.62708328E+00  0.10297545E+01
  0.64667963E+00  0.10106914E+01
  0.66627598E+00  0.99311823E+00
  0.68587234E+00  0.97750832E+00
  0.70546869E+00  0.96427100E+00
  0.72506504E+00  0.95372632E+00
  0.74466139E+00  0.94609740E+00
  0.76425775E+00  0.94151752E+00
  0.78385410E+00  0.94004544E+00
  0.80344635E+00  0.94573562E+00
  0.82303861E+00  0.96219446E+00
  0.84263086E+00  0.98938407E+00
  0.86222311E+00  0.10272197E+01
  0.88181537E+00  0.10755263E+01
  0.90140762E+00  0.11339961E+01
  0.92099988E+00  0.12021570E+01
  0.94059213E+00  0.12793620E+01
  0.96018439E+00  0.13648009E+01
  0.97977664E+00  0.14575322E+01
  0.99936889E+00  0.15565302E+01
  0.10189611E+01  0.16607386E+01
  0.10385534E+01  0.17691229E+01
  0.10581457E+01  0.18807189E+01
  0.10777379E+01  0.19946734E+01
  0.10973302E+01  0.21102770E+01
  0.11169224E+01  0.22269920E+01
